Frame	Brake	GazeX	GazeY
38398	0	593	102
38399	0	584	98
38400	0	586	96
38401	0	596	106
38402	0	593	102
38403	0	588	100
38404	0	594	100
38405	0	580	95
38406	0	497	107
38407	0	497	118
38408	0	486	125
38409	0	495	125
38410	0	505	126
38411	0	512	127
38412	0	521	129
38413	0	510	128
38414	0	511	128
38415	0	513	132
38416	0	512	127
38417	0	517	125
38418	0	511	127
38419	0	-1	-1
38420	0	-1	-1
38421	0	453	116
38422	0	457	120
38423	0	455	123
38424	0	466	124
38425	0	463	120
38426	0	459	124
38427	0	462	125
38428	0	455	124
38429	0	459	120
38430	0	460	122
38431	0	463	122
38432	0	512	128
38433	0	512	135
38434	0	512	135
38435	0	507	135
38436	0	515	136
38437	0	516	140
38438	0	519	136
38439	0	515	135
38440	0	516	129
38441	0	519	132
38442	0	519	126
38443	0	516	134
38444	0	514	131
38445	0	517	133
38446	0	513	130
38447	0	515	132
38448	0	518	136
38449	0	503	125
38450	0	-1	-1
38451	0	444	110
38452	0	455	117
38453	0	457	122
38454	0	468	121
38455	0	459	122
38456	0	462	122
38457	0	462	121
38458	0	462	122
38459	0	460	121
38460	0	458	122
38461	0	462	125
38462	0	456	122
38463	0	458	124
38464	0	454	123
38465	0	465	123
38466	0	464	124
38467	0	455	123
38468	0	456	125
38469	0	457	128
38470	0	463	121
38471	0	463	123
38472	0	463	127
38473	0	464	124
38474	0	464	127
38475	0	463	120
38476	0	463	122
38477	0	470	122
38478	0	457	124
38479	0	459	124
38480	0	459	123
38481	0	456	121
38482	0	457	125
38483	0	458	123
38484	0	464	124
38485	0	463	123
38486	0	468	122
38487	0	456	125
38488	0	462	124
38489	0	463	123
38490	0	453	125
38491	0	455	124
38492	0	456	123
38493	0	455	125
38494	0	454	128
38495	0	460	126
38496	0	452	125
38497	0	453	125
38498	0	454	125
38499	0	456	125
38500	0	463	125
38501	0	455	121
38502	0	453	121
38503	0	450	120
38504	0	412	123
38505	0	466	122
38506	0	504	128
38507	0	507	130
38508	0	515	133
38509	0	513	133
38510	0	512	133
38511	0	510	137
38512	0	524	132
38513	0	518	134
38514	0	507	135
38515	0	510	132
38516	0	516	134
38517	0	517	136
38518	0	518	131
38519	0	514	134
38520	0	516	134
38521	0	519	133
38522	0	508	130
38523	0	507	118
38524	0	492	103
38525	0	455	118
38526	0	455	122
38527	0	461	123
38528	0	463	124
38529	0	452	123
38530	0	459	125
38531	0	464	128
38532	0	463	125
38533	0	466	122
38534	0	472	120
38535	0	470	118
38536	0	468	126
38537	0	469	122
38538	0	468	122
38539	0	473	124
38540	0	472	125
38541	0	469	122
38542	0	470	124
38543	0	468	124
38544	0	471	125
38545	0	472	120
38546	0	471	125
38547	0	472	124
38548	0	469	120
38549	0	474	125
38550	0	476	117
38551	0	493	116
38552	0	443	117
38553	0	467	118
38554	0	471	124
38555	0	474	123
38556	0	468	121
38557	0	469	122
38558	0	470	120
38559	0	477	123
38560	0	476	123
38561	0	475	123
38562	0	472	125
38563	0	473	126
38564	0	475	123
38565	0	479	120
38566	0	471	124
38567	0	512	140
38568	0	518	137
38569	0	511	142
38570	0	511	136
38571	0	518	137
38572	0	517	137
38573	0	515	140
38574	0	519	135
38575	0	510	134
38576	0	510	129
38577	0	516	139
38578	0	514	141
38579	0	518	129
38580	0	535	117
38581	0	431	112
38582	0	471	117
38583	0	474	117
38584	0	471	121
38585	0	475	123
38586	0	468	120
38587	0	467	123
38588	0	470	120
38589	0	469	120
38590	0	463	124
38591	0	470	127
38592	0	475	124
38593	0	471	120
38594	0	499	133
38595	0	520	141
38596	0	520	135
38597	0	523	135
38598	0	507	135
38599	0	510	137
38600	0	512	128
38601	0	518	134
38602	0	514	134
38603	0	516	132
38604	0	512	131
38605	0	518	132
38606	0	519	130
38607	0	520	136
38608	0	517	135
38609	0	516	135
38610	0	519	131
38611	0	519	135
38612	0	497	122
38613	0	464	119
38614	0	463	118
38615	0	468	120
38616	0	466	121
38617	0	471	126
38618	0	469	126
38619	0	466	126
38620	0	464	124
38621	0	474	126
38622	0	470	123
38623	0	453	113
38624	0	466	116
38625	0	478	117
38626	0	480	116
38627	0	470	115
38628	0	479	117
38629	0	473	116
38630	0	471	116
38631	0	480	114
38632	0	479	120
38633	0	481	124
38634	0	483	123
38635	0	465	128
38636	0	475	124
38637	0	487	129
38638	0	477	127
38639	0	477	125
38640	0	477	121
38641	0	479	121
38642	0	476	122
38643	0	473	121
38644	0	473	129
38645	0	475	128
38646	0	473	125
38647	0	477	129
38648	0	477	126
38649	0	477	129
38650	0	475	125
38651	0	477	127
38652	0	472	125
38653	0	476	126
38654	0	472	127
38655	0	475	130
38656	0	473	125
38657	0	473	127
38658	0	479	128
38659	0	479	129
38660	0	475	127
38661	0	475	128
38662	0	474	129
38663	0	472	127
38664	0	473	126
38665	0	488	131
38666	0	524	122
38667	0	527	122
38668	0	525	122
38669	0	511	119
38670	0	521	119
38671	0	539	122
38672	0	530	120
38673	0	540	121
38674	0	531	123
38675	0	542	114
38676	0	482	116
38677	0	453	114
38678	0	465	118
38679	0	466	121
38680	0	474	121
38681	0	476	130
38682	0	472	123
38683	0	448	113
38684	0	480	111
38685	0	457	120
38686	0	467	121
38687	0	476	123
38688	0	475	126
38689	0	477	122
38690	0	479	119
38691	0	477	122
38692	0	479	130
38693	0	480	123
38694	0	478	126
38695	0	470	125
38696	0	472	124
38697	0	473	126
38698	0	471	127
38699	0	478	127
38700	0	473	129
38701	0	477	126
38702	0	477	126
38703	0	473	120
38704	0	477	124
38705	0	459	125
38706	0	447	126
38707	0	445	121
38708	0	445	126
38709	0	446	126
38710	0	446	128
38711	0	439	120
38712	0	478	124
38713	0	477	127
38714	0	480	128
38715	0	475	128
38716	0	482	122
38717	0	489	119
38718	0	487	120
38719	0	500	118
38720	0	487	118
38721	0	503	115
38722	0	514	113
38723	0	513	117
38724	0	517	114
38725	0	518	116
38726	0	516	111
38727	0	525	116
38728	0	506	112
38729	0	465	117
38730	0	464	115
38731	0	466	120
38732	0	468	120
38733	0	490	117
38734	0	487	117
38735	0	490	118
38736	0	504	114
38737	0	520	112
38738	0	517	116
38739	0	520	113
38740	0	524	116
38741	0	539	116
38742	0	543	115
38743	0	541	114
38744	0	534	116
38745	0	525	114
38746	0	530	113
38747	0	524	115
38748	0	529	114
38749	0	523	119
38750	0	536	115
38751	0	533	115
38752	0	537	113
38753	100	531	118
38754	100	487	117
38755	100	487	120
38756	100	479	117
38757	100	489	118
38758	100	465	116
38759	100	420	117
38760	100	409	129
38761	100	404	127
38762	100	427	127
38763	100	497	127
38764	100	496	128
38765	100	501	127
38766	100	504	128
38767	100	503	128
38768	100	511	125
38769	100	502	128
38770	100	504	128
38771	100	493	130
38772	100	490	133
38773	100	485	130
38774	100	494	133
38775	100	497	135
38776	100	490	132
38777	100	497	124
38778	100	495	122
38779	100	488	122
38780	100	428	129
38781	100	370	133
38782	100	387	150
38783	100	356	128
38784	100	342	135
38785	100	342	134
38786	100	331	145
38787	100	371	135
38788	100	366	135
38789	100	373	131
38790	100	424	127
38791	100	491	137
38792	100	488	132
38793	100	493	128
38794	100	501	129
38795	100	508	126
38796	100	507	128
38797	100	481	132
38798	100	506	131
38799	100	522	138
38800	100	511	131
38801	100	513	131
38802	100	503	134
38803	100	507	141
38804	100	508	145
38805	100	511	144
38806	100	501	136
38807	100	497	144
38808	100	507	139
38809	100	494	139
38810	100	497	129
38811	100	508	131
38812	100	516	128
38813	100	502	128
38814	100	495	131
38815	100	516	134
38816	100	513	135
38817	100	505	127
38818	100	501	123
38819	100	509	138
38820	100	499	133
38821	100	502	133
38822	100	501	136
38823	100	505	133
38824	100	499	135
38825	100	472	134
38826	100	427	136
38827	100	421	136
38828	100	380	129
38829	100	303	132
38830	100	262	136
38831	100	283	149
38832	100	239	148
38833	100	237	176
38834	100	261	164
38835	100	250	163
38836	100	240	161
38837	100	230	159
38838	100	240	143
38839	0	225	148
38840	0	197	158
38841	0	195	158
38842	0	201	146
38843	0	185	158
38844	0	182	150
38845	0	254	160
38846	0	-1	-1
38847	0	-1	-1
38848	0	448	128
38849	0	487	127
38850	0	505	117
38851	0	508	125
38852	0	517	136
38853	0	530	130
38854	0	545	126
38855	0	534	129
38856	0	544	127
38857	0	545	123
38858	0	546	129
38859	0	547	127
38860	0	546	131
38861	0	517	123
38862	0	-1	-1
38863	0	-1	-1
38864	0	228	126
38865	0	184	137
38866	0	138	139
38867	0	101	165
38868	0	80	162
38869	0	145	158
38870	0	145	156
38871	0	143	151
38872	0	162	136
38873	0	-1	-1
38874	0	-1	-1
38875	0	453	115
38876	0	483	118
38877	0	553	116
38878	0	530	133
38879	0	538	124
38880	0	534	128
38881	0	526	125
38882	0	523	131
38883	0	520	131
38884	0	518	129
38885	0	515	124
38886	0	513	126
38887	0	491	123
38888	0	487	128
38889	0	512	120
38890	0	535	120
38891	0	539	118
38892	0	527	120
38893	0	531	119
38894	0	544	124
38895	0	541	117
38896	0	541	117
38897	0	537	128
38898	0	540	120
38899	0	539	117
38900	0	528	126
38901	0	530	115
38902	0	535	114
38903	0	522	115
38904	0	541	112
38905	0	568	116
38906	0	573	119
38907	0	560	119
38908	0	557	123
38909	0	560	125
38910	0	556	126
38911	0	561	120
38912	0	556	125
38913	0	534	130
38914	0	520	136
38915	0	518	139
38916	0	519	135
38917	0	517	132
38918	0	516	130
38919	0	546	136
38920	0	564	131
38921	0	559	132
38922	0	559	133
38923	0	564	128
38924	0	553	148
38925	0	554	167
38926	0	546	156
38927	0	547	159
38928	0	519	135
38929	0	526	136
38930	0	529	141
38931	0	526	142
38932	0	533	140
38933	0	536	144
38934	0	535	141
38935	0	527	135
38936	0	529	140
38937	0	533	139
38938	0	527	141
38939	0	530	146
38940	0	531	142
38941	0	525	138
38942	0	537	146
38943	0	537	147
38944	0	527	150
38945	0	533	140
38946	0	534	145
38947	0	532	143
38948	0	519	137
38949	0	528	131
38950	0	531	130
38951	0	520	135
38952	0	529	132
38953	0	549	124
38954	0	541	138
38955	0	540	128
38956	0	550	125
38957	0	553	126
38958	0	548	133
38959	0	577	121
38960	0	578	125
38961	0	582	126
38962	0	577	127
38963	0	591	125
38964	0	592	119
38965	0	588	126
38966	0	584	130
38967	0	581	124
38968	0	589	127
38969	0	595	131
38970	0	595	130
38971	0	587	126
38972	0	593	126
38973	0	598	123
38974	0	566	130
38975	0	547	127
38976	0	541	139
38977	0	543	141
38978	0	540	137
38979	0	533	137
38980	0	537	132
38981	0	540	131
38982	0	527	130
38983	0	522	135
38984	0	541	129
38985	0	547	128
38986	0	548	127
38987	0	545	130
38988	0	540	125
38989	0	542	124
38990	0	543	122
38991	0	551	125
38992	0	553	123
38993	0	548	124
38994	0	547	129
38995	0	546	124
38996	0	543	126
38997	0	540	131
38998	0	547	124
38999	0	539	128
39000	0	535	129
39001	0	536	114
39002	0	536	120
39003	0	544	126
39004	0	531	132
39005	0	528	129
39006	0	524	125
39007	0	526	131
39008	0	582	115
39009	0	612	112
39010	0	598	118
39011	0	607	115
39012	0	613	112
39013	0	603	115
39014	0	506	172
39015	0	490	103
39016	0	502	123
39017	0	513	132
39018	0	494	118
39019	0	491	119
39020	0	500	119
39021	0	492	118
39022	0	484	121
39023	0	468	118
39024	0	484	124
39025	0	474	116
39026	0	473	119
39027	0	471	120
39028	0	478	119
39029	0	473	119
39030	0	474	118
39031	0	467	117
39032	0	475	119
39033	0	464	114
39034	0	470	117
39035	0	470	117
39036	0	465	118
39037	0	459	125
39038	0	484	125
39039	0	516	133
39040	0	517	134
39041	0	526	141
39042	0	514	131
39043	0	525	131
39044	0	512	136
39045	0	525	133
39046	0	519	129
39047	0	525	128
39048	0	508	127
39049	0	517	128
39050	0	510	126
39051	0	510	125
39052	0	511	128
39053	0	504	127
39054	0	516	134
39055	0	518	135
39056	0	504	132
39057	0	522	140
39058	0	517	129
39059	0	509	134
39060	0	491	126
39061	0	493	95
39062	0	425	112
39063	0	457	119
39064	0	451	119
39065	0	458	121
39066	0	455	120
39067	0	456	118
39068	0	466	120
39069	0	458	122
39070	0	463	120
39071	0	457	120
39072	0	458	119
39073	0	498	127
39074	0	510	132
39075	0	511	131
39076	0	506	130
39077	0	518	134
39078	0	514	130
39079	0	514	131
39080	0	516	129
39081	0	520	131
39082	0	516	134
39083	0	514	131
39084	0	508	134
39085	0	517	132
39086	0	514	129
39087	0	518	131
39088	0	509	130
39089	0	509	135
39090	0	505	127
39091	0	459	113
39092	0	451	108
39093	0	466	119
39094	0	464	118
39095	0	465	120
39096	0	453	116
39097	0	458	121
39098	0	458	120
39099	0	461	119
39100	0	456	121
39101	0	454	120
39102	0	453	119
39103	0	450	121
39104	0	456	121
39105	0	452	124
39106	0	453	123
39107	0	456	120
39108	0	467	127
39109	0	463	122
39110	0	462	123
39111	0	463	126
39112	0	467	126
39113	0	465	127
39114	0	470	124
39115	0	463	120
39116	0	464	124
39117	0	466	119
39118	0	465	111
39119	0	420	113
39120	0	450	126
39121	0	457	123
39122	0	463	126
39123	0	460	124
39124	0	460	130
39125	0	462	135
39126	0	449	130
39127	0	454	138
39128	0	453	139
39129	0	463	132
39130	0	454	139
39131	0	458	132
39132	0	444	142
39133	0	458	131
39134	0	454	126
39135	0	457	130
39136	0	454	141
39137	0	455	137
39138	0	455	141
39139	0	499	142
39140	0	499	143
39141	0	501	141
39142	0	506	150
39143	0	509	139
39144	0	509	148
39145	0	509	137
39146	0	512	137
39147	0	519	132
39148	0	515	132
39149	0	513	133
39150	0	522	137
39151	0	519	135
39152	0	519	146
39153	0	517	137
39154	0	511	131
39155	0	511	139
39156	0	509	137
39157	0	501	122
39158	0	493	109
39159	0	452	120
39160	0	448	133
39161	0	458	129
39162	0	463	134
39163	0	450	129
39164	0	450	126
39165	0	453	130
39166	0	481	126
39167	0	510	134
39168	0	505	133
39169	0	508	136
39170	0	513	143
39171	0	515	133
39172	0	518	140
39173	0	515	140
39174	0	519	133
39175	0	513	136
39176	0	511	133
39177	0	513	138
39178	0	508	140
39179	0	513	133
39180	0	468	121
39181	0	457	121
39182	0	456	123
39183	0	453	127
39184	0	462	125
39185	0	453	124
39186	0	456	127
39187	0	457	124
39188	0	443	126
39189	0	470	123
39190	0	469	124
39191	0	478	122
39192	0	478	122
39193	0	476	127
39194	0	483	126
39195	0	496	125
39196	0	499	125
39197	0	480	125
39198	0	468	125
39199	0	470	123
39200	0	467	120
39201	0	469	121
39202	0	469	129
39203	0	467	117
39204	0	469	121
39205	0	467	126
39206	0	461	121
39207	0	468	125
39208	0	477	119
39209	0	485	121
39210	0	475	119
39211	0	484	122
39212	0	483	120
39213	0	486	123
39214	0	496	121
39215	0	491	124
39216	0	502	123
39217	0	492	118
39218	0	-1	-1
39219	0	432	109
39220	0	455	117
39221	0	454	123
39222	0	464	122
39223	0	458	124
39224	0	460	123
39225	0	459	121
39226	0	491	119
39227	0	493	122
39228	0	500	119
39229	0	500	118
39230	0	505	117
39231	0	502	116
39232	0	472	124
39233	0	459	125
39234	0	470	123
39235	0	465	123
39236	0	465	122
39237	0	461	124
39238	0	451	123
39239	0	448	123
39240	0	456	122
39241	0	450	123
39242	0	456	123
39243	0	448	126
39244	0	453	126
39245	0	462	123
39246	0	461	124
39247	0	483	122
39248	0	481	122
39249	0	490	124
39250	0	485	121
39251	0	491	123
39252	0	495	125
39253	0	490	123
39254	0	484	123
39255	0	484	124
39256	0	454	120
39257	0	453	122
39258	0	461	124
39259	0	458	128
39260	0	466	119
39261	0	455	123
39262	0	451	116
39263	0	423	109
39264	0	442	118
39265	0	477	127
39266	0	478	133
39267	0	492	134
39268	0	519	129
39269	0	512	136
39270	0	520	132
39271	0	517	136
39272	0	518	135
39273	0	519	131
39274	0	520	130
39275	0	505	128
39276	0	512	127
39277	0	517	133
39278	0	515	136
39279	0	516	127
39280	0	505	135
39281	0	513	127
39282	0	475	123
39283	0	507	102
39284	0	446	110
39285	0	456	118
39286	0	456	121
39287	0	451	124
39288	0	467	126
39289	0	467	128
39290	0	467	128
39291	0	481	121
39292	0	391	91
39293	0	442	122
39294	0	469	141
39295	0	525	153
39296	0	452	129
39297	0	486	127
39298	0	481	126
39299	0	408	148
39300	0	453	134
39301	0	427	135
39302	0	542	105
39303	0	536	81
39304	0	458	147
39305	0	508	93
39306	0	461	145
39307	0	442	156
39308	0	461	173
39309	0	430	166
39310	0	432	182
39311	0	424	178
39312	0	487	126
39313	0	514	194
39314	0	524	107
39315	0	399	197
39316	0	396	220
39317	0	469	176
39318	0	432	182
39319	0	395	183
39320	0	431	170
39321	0	472	183
39322	0	548	67
39323	0	459	177
39324	0	456	181
39325	0	446	175
39326	0	508	115
39327	0	436	178
39328	0	431	171
39329	0	461	179
39330	0	531	121
39331	0	537	176
39332	0	538	195
39333	0	461	176
39334	0	551	101
39335	0	540	100
39336	0	481	169
39337	0	548	155
39338	0	519	120
39339	0	528	118
39340	0	539	80
39341	0	493	116
39342	0	467	179
39343	0	434	178
39344	0	417	188
39345	0	389	184
39346	0	480	175
39347	0	500	153
39348	0	421	138
39349	0	390	112
39350	0	453	150
39351	0	434	158
39352	0	443	160
39353	0	483	162
39354	0	462	153
39355	0	412	140
39356	0	462	150
39357	0	476	153
39358	0	424	149
39359	0	423	150
39360	0	443	162
39361	0	-1	-1
39362	0	-1	-1
39363	0	-1	-1
39364	0	-1	-1
39365	0	-1	-1
39366	0	-1	-1
39367	0	-1	-1
39368	0	-1	-1
39369	0	-1	-1
39370	0	-1	-1
39371	0	-1	-1
39372	0	-1	-1
39373	0	-1	-1
39374	0	-1	-1
39375	0	-1	-1
39376	0	-1	-1
39377	0	-1	-1
39378	0	-1	-1
39379	0	-1	-1
39380	0	-1	-1
39381	0	-1	-1
39382	0	-1	-1
39383	0	-1	-1
39384	0	-1	-1
39385	0	-1	-1
39386	0	-1	-1
39387	0	-1	-1
39388	0	568	107
39389	0	518	130
39390	0	506	118
39391	0	554	127
39392	0	520	127
39393	0	520	126
39394	0	491	127
39395	0	553	120
39396	0	514	119
39397	0	-1	-1
39398	0	-1	-1
39399	0	441	105
39400	0	471	105
39401	0	485	103
39402	0	472	83
39403	0	485	79
39404	0	460	105
39405	0	432	89
39406	0	413	74
39407	0	464	88
39408	0	475	83
39409	0	405	88
39410	0	473	83
39411	0	463	88
39412	0	462	84
39413	0	417	91
39414	0	456	111
39415	0	454	113
39416	0	419	114
39417	0	448	114
39418	0	411	113
39419	0	457	107
39420	0	429	111
39421	0	401	114
39422	0	409	106
39423	0	467	117
39424	0	479	109
39425	0	537	105
39426	0	540	109
39427	0	529	110
39428	0	486	115
39429	0	483	110
39430	0	495	101
39431	0	525	113
39432	0	489	114
39433	0	527	144
39434	0	525	111
39435	0	557	102
39436	0	547	100
39437	0	533	109
39438	0	-1	-1
39439	0	-1	-1
39440	0	-1	-1
39441	0	509	140
39442	0	473	113
39443	0	420	131
39444	0	409	112
39445	0	395	112
39446	0	398	139
39447	0	398	111
39448	0	421	130
39449	0	390	116
39450	0	393	127
39451	0	412	119
39452	0	383	127
39453	0	-1	-1
39454	0	401	127
39455	0	373	89
39456	0	382	68
39457	0	388	107
39458	0	411	121
39459	0	378	67
39460	0	472	131
39461	0	486	108
39462	0	-1	-1
39463	0	451	89
39464	0	395	79
39465	0	-1	-1
39466	0	413	107
39467	0	386	91
39468	0	424	126
39469	0	437	135
39470	0	428	138
39471	0	441	133
39472	0	455	144
39473	0	453	130
39474	0	422	138
39475	0	-1	-1
39476	0	440	133
39477	0	456	143
39478	0	460	149
39479	0	459	157
39480	0	456	159
39481	0	458	155
39482	0	460	157
39483	0	467	157
39484	0	464	154
39485	0	467	156
39486	0	475	153
39487	0	463	159
39488	0	463	155
39489	0	462	160
39490	0	465	156
39491	0	469	151
39492	0	469	147
39493	0	456	150
39494	0	440	140
39495	0	453	140
39496	0	445	139
39497	0	460	136
39498	0	453	133
39499	0	463	133
39500	0	465	137
39501	0	462	134
39502	0	461	135
39503	0	454	135
39504	0	460	135
39505	0	456	134
39506	0	456	130
39507	0	457	137
39508	0	461	137
39509	0	479	129
39510	0	487	127
39511	0	483	130
39512	0	481	125
39513	0	482	127
39514	0	480	127
39515	0	484	126
39516	0	484	126
39517	0	495	138
39518	0	499	144
39519	0	499	146
39520	0	501	139
39521	0	507	143
39522	0	508	139
39523	0	502	141
39524	0	504	140
39525	0	507	143
39526	0	511	144
39527	0	511	138
39528	0	508	140
39529	0	504	140
39530	0	508	138
39531	0	506	137
39532	0	511	141
39533	0	510	141
39534	0	507	138
39535	0	509	134
39536	0	510	140
39537	0	513	141
39538	0	505	138
39539	0	513	136
39540	0	508	139
39541	0	499	138
39542	0	515	130
39543	0	424	105
39544	0	446	120
39545	0	458	129
39546	0	451	125
39547	0	455	132
39548	0	454	133
39549	0	449	136
39550	0	448	133
39551	0	446	125
39552	0	451	131
39553	0	444	130
39554	0	450	129
39555	0	447	128
39556	0	455	127
39557	0	462	129
39558	0	462	127
39559	0	458	129
39560	0	455	128
39561	0	458	130
39562	0	464	134
39563	0	457	132
39564	0	455	128
39565	0	455	131
39566	0	452	130
39567	0	452	128
39568	0	458	134
39569	0	459	130
39570	0	458	130
39571	0	463	127
39572	0	458	130
39573	0	451	134
39574	0	445	135
39575	0	441	136
39576	0	433	139
39577	0	435	134
39578	0	476	131
39579	0	473	134
39580	0	475	133
39581	0	474	135
39582	0	472	132
39583	0	465	127
39584	0	470	132
39585	0	471	135
39586	0	473	135
39587	0	476	143
39588	0	473	127
39589	0	480	136
39590	0	478	136
39591	0	477	131
39592	0	476	134
39593	0	488	134
39594	0	484	132
39595	0	478	137
39596	0	482	136
39597	0	475	138
39598	0	476	131
39599	0	511	117
39600	0	580	117
39601	0	580	109
39602	0	580	117
39603	0	581	120
39604	0	579	114
39605	0	545	113
39606	0	455	115
39607	0	459	124
39608	0	467	130
39609	0	476	129
39610	0	496	121
39611	0	492	126
39612	0	497	118
39613	0	503	123
39614	0	497	126
39615	0	503	124
39616	0	503	122
39617	0	505	123
39618	0	463	135
39619	0	463	136
39620	0	465	135
39621	0	462	137
39622	0	455	134
39623	0	460	135
39624	0	457	139
39625	0	444	133
39626	0	448	139
39627	0	379	144
39628	0	306	149
39629	0	307	154
39630	0	309	151
39631	0	304	162
39632	0	297	156
39633	0	363	139
39634	0	396	130
39635	0	451	136
39636	0	434	149
39637	0	435	151
39638	0	442	143
39639	0	446	150
39640	0	463	154
39641	0	448	148
39642	0	455	147
39643	0	452	142
39644	0	439	136
39645	0	426	141
39646	0	439	137
39647	0	428	135
39648	0	439	131
39649	0	452	140
39650	0	460	138
39651	0	462	137
39652	0	466	139
39653	0	462	129
39654	0	464	136
39655	0	434	128
39656	0	394	122
39657	0	393	128
39658	0	391	130
39659	0	458	138
39660	0	468	140
39661	0	468	142
39662	0	470	142
39663	0	466	140
39664	0	473	140
39665	0	472	134
39666	0	470	134
39667	0	469	131
39668	0	471	134
39669	0	467	124
39670	0	468	119
39671	0	476	116
39672	0	470	116
39673	0	471	119
39674	0	487	111
39675	0	450	126
39676	0	452	130
39677	0	449	127
39678	0	449	129
39679	0	457	133
39680	0	482	133
39681	0	486	135
39682	0	486	141
39683	0	441	154
39684	0	452	154
39685	0	461	143
39686	0	449	143
39687	0	452	141
39688	0	432	141
39689	0	430	136
39690	0	429	133
39691	0	435	136
39692	0	446	138
39693	100	468	134
39694	100	474	136
39695	100	476	135
39696	100	482	136
39697	100	484	137
39698	100	482	136
39699	100	485	137
39700	100	480	135
39701	100	481	141
39702	100	470	134
39703	100	386	135
39704	100	336	154
39705	100	338	151
39706	100	340	160
39707	100	344	156
39708	100	342	151
39709	100	347	155
39710	100	381	150
39711	100	385	138
39712	100	439	138
39713	100	454	132
39714	100	450	140
39715	100	448	141
39716	100	442	132
39717	100	440	138
39718	100	486	130
39719	100	492	133
39720	100	496	129
39721	100	491	136
39722	100	502	132
39723	100	496	127
39724	100	487	140
39725	100	484	135
39726	100	474	130
39727	100	459	137
39728	100	402	136
39729	100	412	135
39730	100	427	135
39731	100	427	135
39732	100	418	127
39733	100	416	120
39734	100	410	113
39735	100	412	106
39736	100	424	117
39737	100	425	111
39738	100	429	109
39739	100	490	115
39740	100	491	120
39741	100	490	110
39742	100	478	109
39743	100	530	112
39744	100	545	125
39745	100	531	128
39746	100	542	118
39747	100	542	122
39748	100	538	122
39749	100	548	121
39750	100	547	112
39751	100	546	134
39752	100	571	123
39753	100	544	114
39754	100	542	126
39755	100	550	116
39756	100	550	128
39757	100	548	115
39758	100	532	114
39759	100	541	114
39760	100	572	114
39761	100	593	132
39762	100	605	122
39763	0	585	117
39764	0	589	114
39765	0	582	115
39766	0	573	104
39767	0	578	119
39768	0	595	129
39769	0	605	131
39770	0	602	129
39771	0	631	125
39772	100	625	130
39773	100	563	130
39774	100	551	122
39775	100	518	122
39776	100	518	125
39777	100	519	126
39778	100	521	124
39779	100	520	121
39780	100	523	118
39781	100	522	117
39782	0	524	119
39783	0	523	120
39784	0	502	113
39785	0	505	112
39786	0	491	115
39787	0	416	116
39788	0	391	112
39789	0	384	121
39790	0	341	140
39791	0	343	138
39792	0	336	120
39793	0	331	125
39794	0	309	140
39795	0	312	139
39796	0	309	139
39797	0	313	133
39798	0	364	113
39799	0	-1	-1
39800	0	479	108
39801	0	551	117
39802	0	525	123
39803	0	522	112
39804	0	533	119
39805	0	548	118
39806	0	547	116
39807	0	546	126
39808	0	542	119
39809	0	545	120
39810	0	600	115
39811	0	648	117
39812	0	643	115
39813	0	636	119
39814	0	628	118
39815	0	621	119
39816	0	624	125
39817	0	614	125
39818	0	619	124
39819	0	606	134
39820	0	580	132
39821	0	577	128
39822	0	577	135
39823	0	584	126
39824	0	618	123
39825	0	595	124
39826	0	587	127
39827	0	582	130
39828	0	575	129
39829	0	558	125
39830	0	519	129
39831	0	515	134
39832	0	524	134
39833	0	515	141
39834	0	525	127
39835	0	520	135
39836	0	528	127
39837	0	531	131
39838	0	526	128
39839	0	513	137
39840	0	505	134
39841	0	506	133
39842	0	504	131
39843	0	460	134
39844	0	420	114
39845	0	298	108
39846	0	326	127
39847	0	214	116
39848	0	219	140
39849	0	219	158
39850	0	217	160
39851	0	241	169
39852	0	236	171
39853	0	217	158
39854	0	222	161
39855	0	200	165
39856	0	223	146
39857	0	234	165
39858	0	246	167
39859	0	290	150
39860	0	362	129
39861	0	460	123
39862	0	494	131
39863	0	494	129
39864	0	504	130
39865	0	481	142
39866	0	537	130
39867	0	552	129
39868	0	576	129
39869	0	580	131
39870	0	587	135
39871	0	622	122
39872	0	673	125
39873	0	741	111
39874	0	738	118
39875	0	746	127
39876	0	728	128
39877	0	692	143
39878	0	693	135
39879	0	777	124
39880	0	765	122
39881	0	775	120
39882	0	767	121
39883	0	761	132
39884	0	762	127
39885	0	770	118
39886	0	679	122
39887	0	-1	-1
39888	0	-1	-1
39889	0	483	103
39890	0	446	128
39891	0	425	138
39892	0	397	135
39893	0	417	140
39894	0	372	139
39895	0	336	136
39896	0	300	136
39897	0	324	147
39898	0	317	149
39899	0	313	143
39900	0	332	136
39901	0	336	137
39902	0	335	138
39903	0	322	138
39904	0	332	131
39905	0	324	142
39906	0	324	137
39907	0	326	135
39908	0	280	137
39909	0	301	151
39910	0	294	135
39911	0	310	147
39912	0	284	139
39913	0	289	148
39914	0	289	147
39915	0	277	158
39916	0	301	158
39917	0	271	163
39918	0	302	153
39919	0	299	154
39920	0	286	155
39921	0	290	156
39922	0	295	150
39923	0	282	144
39924	0	302	153
39925	0	304	146
39926	0	299	140
39927	0	306	153
39928	0	310	138
39929	0	313	137
39930	0	311	135
39931	0	315	147
39932	0	329	136
39933	0	323	149
39934	0	321	141
39935	0	320	135
39936	0	327	136
39937	0	338	148
39938	0	356	142
39939	0	360	138
